"No.","Time","Source","Destination","Protocol","Source port","Length","TCP Flags","Dst Port","Stream ID","Delta Time","Info"
"1635","40.981923","192.168.48.130","192.168.48.133","TCP","47650","66","0x0010","23","5","0.000189000","47650  >  23 [ACK] Seq=69 Ack=251 Win=64256 Len=0 TSval=4266136035 TSecr=359748314"
"1636","40.982557","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47704","10","0.000634000","40 bytes data"
"1637","40.982764","192.168.48.130","192.168.48.133","TCP","47704","66","0x0010","23","10","0.000207000","47704  >  23 [ACK] Seq=65 Ack=245 Win=64256 Len=0 TSval=4266136035 TSecr=359748315"
"1638","40.986786","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47668","7","0.004022000","40 bytes data"
"1639","40.986881","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47716","11","0.000095000","40 bytes data"
"1640","40.986960","192.168.48.130","192.168.48.133","TCP","47668","66","0x0010","23","7","0.000079000","47668  >  23 [ACK] Seq=73 Ack=251 Win=64256 Len=0 TSval=4266136040 TSecr=359748319"
"1641","40.986997","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47796","18","0.000037000","40 bytes data"
"1642","40.987160","192.168.48.133","192.168.48.130","TELNET","23","106","0x0018","47754","15","0.000163000","40 bytes data"
"1643","40.987209","192.168.48.130","192.168.48.133","TCP","47716","66","0x0010","23","11","0.000049000","47716  >  23 [ACK] Seq=68 Ack=251 Win=64256 Len=0 TSval=4266136040 TSecr=359748319"
"1644","40.987267","192.168.48.130","192.168.48.133","TCP","47796","66","0x0010","23","18","0.000058000","47796  >  23 [ACK] Seq=69 Ack=251 Win=64256 Len=0 TSval=4266136040 TSecr=359748319"
"1645","40.987327","192.168.48.130","192.168.48.133","TCP","47754","66","0x0010","23","15","0.000060000","47754  >  23 [ACK] Seq=62 Ack=245 Win=64256 Len=0 TSval=4266136040 TSecr=359748320"
