protocol,source_port,length,tcp_flags,dst_port,delta_time,info,label
20,29793.0,60,1,80.0,2.2e-05,6883,1
20,26600.0,60,1,80.0,2.2e-05,6213,1
20,2907.0,60,0,80.0,4.1e-05,6745,1
20,80.0,60,4,10463.0,2.2e-05,28494,1
20,23054.0,60,1,80.0,2e-05,5464,1
20,80.0,60,4,8418.0,2.1e-05,35701,1
20,2558.0,60,1,80.0,2.2e-05,6009,1
20,11946.0,60,1,80.0,2.2e-05,435,1
20,5934.0,60,1,80.0,2.4e-05,26757,1
20,80.0,60,4,24360.0,2.2e-05,29559,1
20,80.0,60,4,34182.0,2.1e-05,30263,1
20,3975.0,60,1,80.0,2.4e-05,16927,1
20,52150.0,60,0,80.0,3e-05,23497,1
20,28732.0,60,1,80.0,2.2e-05,6668,1
20,57474.0,60,1,80.0,2.1e-05,25912,1
20,80.0,60,4,33537.0,2.2e-05,30219,1
20,64737.0,60,1,80.0,2e-05,28026,1
20,50144.0,60,1,80.0,2.3e-05,23061,1
20,80.0,60,4,54403.0,2.2e-05,34050,1
20,80.0,60,4,10459.0,2.3e-05,28493,1
20,1351.0,60,1,80.0,2.2e-05,774,1
20,80.0,60,4,14112.0,2.2e-05,28766,1
20,50306.0,60,1,80.0,2.2e-05,23090,1
20,80.0,60,4,59555.0,2.8e-05,35033,1
20,37087.0,60,0,80.0,5.3e-05,10271,1
20,80.0,60,4,1551.0,7.7e-05,28869,1
20,3630.0,60,0,80.0,2.3e-05,10070,1
20,43601.0,60,1,80.0,2.2e-05,18154,1
20,80.0,60,4,3994.0,2.4e-05,31782,1
20,80.0,60,4,19262.0,2.2e-05,29130,1
20,23858.0,60,0,80.0,2e-05,5646,1
20,80.0,60,4,17252.0,5e-05,28983,1
20,34800.0,60,1,80.0,2.1e-05,8536,1
20,44866.0,60,1,80.0,2.3e-05,18973,1
20,39488.0,60,1,80.0,2.2e-05,16874,1
20,80.0,60,4,36985.0,2.2e-05,31582,1
20,22867.0,60,0,80.0,2.1e-05,4507,1
20,80.0,60,4,26876.0,2.1e-05,29751,1
20,80.0,60,4,10636.0,4.7e-05,28511,1
20,64090.0,60,1,80.0,2.1e-05,27912,1
20,80.0,60,4,18190.0,2.2e-05,29051,1
20,8926.0,60,1,80.0,2.2e-05,35994,1
20,80.0,60,4,32989.0,2.4e-05,30184,1
20,62205.0,60,1,80.0,4.9e-05,27569,1
20,80.0,60,4,25256.0,2.1e-05,29624,1
20,49773.0,60,1,80.0,2.2e-05,22965,1
20,50639.0,60,0,80.0,2.2e-05,39799,1
20,35367.0,60,0,80.0,2.1e-05,9261,1
20,64414.0,60,1,80.0,2.1e-05,27977,1
20,18857.0,60,1,80.0,2.1e-05,1881,1
20,35723.0,60,1,80.0,2.2e-05,9653,1
20,46460.0,60,1,80.0,2.2e-05,20437,1
20,80.0,60,4,48145.0,2.2e-05,33102,1
20,80.0,60,4,55375.0,2.6e-05,34123,1
20,13728.0,60,0,80.0,2e-05,825,1
20,43453.0,60,0,80.0,2.2e-05,18113,1
20,80.0,60,4,6328.0,2.2e-05,35469,1
20,54909.0,60,1,80.0,2.3e-05,24304,1
20,54398.0,60,0,80.0,2.1e-05,24201,1
20,56344.0,60,1,80.0,2.2e-05,25483,1
20,80.0,60,4,54521.0,5.1e-05,34055,1
20,50058.0,60,1,80.0,2.2e-05,23047,1
20,80.0,60,4,45064.0,2e-05,32392,1
20,34463.0,60,0,80.0,2.3e-05,8305,1
20,61382.0,60,0,80.0,2.1e-05,27437,1
20,11924.0,60,1,80.0,2.1e-05,429,1
20,80.0,60,4,42176.0,2.2e-05,31982,1
20,41169.0,60,0,80.0,2.1e-05,17332,1
20,9754.0,60,0,80.0,2.3e-05,40195,1
20,80.0,60,4,22222.0,4.9e-05,29412,1
20,19266.0,60,1,80.0,5.1e-05,1974,1
20,54944.0,60,0,80.0,2.1e-05,24317,1
20,18215.0,60,0,80.0,2e-05,1745,1
20,39599.0,60,1,80.0,2.2e-05,16893,1
20,38423.0,60,1,80.0,2.2e-05,10543,1
20,4873.0,60,1,80.0,2.5e-05,21449,1
20,40389.0,60,0,80.0,2.8e-05,39440,1
20,20403.0,60,1,80.0,2.1e-05,2639,1
20,46394.0,60,1,80.0,2.2e-05,20427,1
20,28314.0,60,0,80.0,2.4e-05,6601,1
20,18203.0,60,0,80.0,2e-05,38619,1
20,29603.0,60,1,80.0,2.2e-05,6847,1
20,15342.0,60,1,80.0,2.1e-05,1168,1
20,18690.0,60,1,80.0,2.1e-05,1850,1
20,25144.0,60,1,80.0,2.3e-05,5916,1
20,24367.0,60,0,80.0,2.2e-05,38850,1
20,18602.0,60,0,80.0,5e-05,1825,1
20,5042.0,60,1,80.0,2.6e-05,23122,1
20,80.0,60,4,56033.0,2.2e-05,34577,1
20,80.0,60,4,48419.0,2.1e-05,33125,1
20,16864.0,60,1,80.0,5.5e-05,1471,1
20,6262.0,60,0,80.0,2.2e-05,27636,1
20,80.0,60,4,17522.0,2.9e-05,29002,1
20,80.0,60,4,50544.0,2.2e-05,33765,1
20,80.0,60,4,40290.0,2.1e-05,31814,1
20,26072.0,60,1,80.0,2.3e-05,6109,1
20,41032.0,60,1,80.0,2.2e-05,17300,1
20,52449.0,60,1,80.0,2.2e-05,23581,1
20,80.0,60,4,34614.0,2.1e-05,30304,1
20,32887.0,60,0,80.0,2e-05,39139,1
20,10595.0,60,1,80.0,2.1e-05,123,1
20,56731.0,60,0,80.0,2.5e-05,40016,1
20,45594.0,60,0,80.0,2.4e-05,19586,1
20,34998.0,60,0,80.0,5.2e-05,8864,1
20,56936.0,60,1,80.0,2.2e-05,25788,1
20,15635.0,60,1,80.0,2.1e-05,1232,1
20,11413.0,60,0,80.0,2.1e-05,299,1
20,47585.0,60,0,80.0,2.2e-05,20686,1
20,80.0,60,4,54557.0,2.2e-05,34059,1
20,39633.0,60,0,80.0,5.1e-05,39426,1
20,80.0,60,4,24419.0,2e-05,29565,1
20,80.0,60,4,58752.0,2.3e-05,35000,1
20,38813.0,60,1,80.0,2.1e-05,10900,1
20,80.0,60,4,31089.0,2.2e-05,30057,1
20,80.0,60,4,31283.0,2e-05,30073,1
20,38511.0,60,0,80.0,5.2e-05,39378,1
20,80.0,60,4,7483.0,2.2e-05,35636,1
20,80.0,60,4,8402.0,2e-05,35698,1
20,58337.0,60,1,80.0,2.2e-05,26094,1
20,80.0,60,4,17876.0,2e-05,29030,1
20,49577.0,60,0,80.0,5.2e-05,39763,1
20,35686.0,60,0,80.0,2.2e-05,39257,1
20,52841.0,60,0,80.0,2.1e-05,39873,1
20,80.0,60,4,26355.0,2.2e-05,29706,1
20,44369.0,60,0,80.0,2.2e-05,18602,1
20,80.0,60,4,23378.0,2e-05,29494,1
20,38252.0,60,1,80.0,2.2e-05,10500,1
20,80.0,60,4,10519.0,2.3e-05,28498,1
20,12911.0,60,0,80.0,2.1e-05,643,1
20,32982.0,60,0,80.0,2.1e-05,7549,1
20,11255.0,60,1,80.0,5e-05,256,1
20,24960.0,60,1,80.0,2.8e-05,5873,1
20,17309.0,60,0,80.0,2.3e-05,1555,1
20,80.0,60,4,6331.0,2.1e-05,35474,1
20,53785.0,60,1,80.0,2.2e-05,24080,1
20,80.0,60,4,38689.0,2.1e-05,31697,1
20,44513.0,60,0,80.0,2.2e-05,39578,1
20,80.0,60,4,64823.0,2.5e-05,35538,1
20,80.0,60,4,7320.0,2.3e-05,35621,1
20,58601.0,60,0,80.0,5.2e-05,26614,1
20,41511.0,60,1,80.0,2.2e-05,17417,1
20,5876.0,60,0,80.0,2.4e-05,40073,1
20,80.0,60,4,31345.0,2.2e-05,30077,1
20,50826.0,60,1,80.0,2.2e-05,23195,1
20,41457.0,60,1,80.0,2.2e-05,17407,1
20,43583.0,60,0,80.0,2.2e-05,18147,1
20,80.0,60,4,1961.0,2.1e-05,29153,1
20,47443.0,60,0,80.0,5.3e-05,20657,1
20,4216.0,60,1,80.0,2.9e-05,17592,1
20,56144.0,60,0,80.0,2.2e-05,39991,1
20,80.0,60,4,37737.0,2.1e-05,31637,1
20,80.0,60,4,4644.0,2.1e-05,32986,1
20,80.0,60,4,59421.0,2.7e-05,35028,1
20,6490.0,60,1,80.0,2.1e-05,28053,1
20,80.0,60,4,5640.0,2.5e-05,34834,1
20,80.0,60,4,6967.0,2.3e-05,35594,1
20,23292.0,60,1,80.0,2.2e-05,5510,1
20,31139.0,60,1,80.0,2.4e-05,7168,1
20,80.0,60,4,36137.0,2.2e-05,31521,1
20,8790.0,60,1,80.0,2.2e-05,35959,1
20,20773.0,60,0,80.0,2e-05,38708,1
20,80.0,60,4,25983.0,2.1e-05,29674,1
20,80.0,60,4,49432.0,2.2e-05,33187,1
20,80.0,60,4,40210.0,5e-05,31806,1
20,25578.0,60,1,80.0,2.2e-05,6007,1
20,2210.0,60,1,80.0,5e-05,4335,1
20,55568.0,60,0,80.0,2.1e-05,39975,1
20,80.0,60,4,55218.0,2.1e-05,34114,1
20,48472.0,60,0,80.0,2.1e-05,39713,1
20,47451.0,60,0,80.0,2.5e-05,39680,1
20,55806.0,60,1,80.0,5.3e-05,24796,1
20,80.0,60,4,49745.0,2.1e-05,33692,1
20,80.0,60,4,46946.0,2.1e-05,33019,1
20,57449.0,60,1,80.0,2.2e-05,25906,1
20,39144.0,60,1,80.0,2.2e-05,16803,1
20,80.0,60,4,40847.0,2.1e-05,31863,1
20,80.0,60,4,42625.0,2.2e-05,32197,1
20,80.0,60,4,56654.0,2.1e-05,34863,1
20,80.0,60,4,36154.0,2e-05,31523,1
20,58838.0,60,1,80.0,2.1e-05,26668,1
20,80.0,60,4,51846.0,2.2e-05,33864,1
20,80.0,60,4,56569.0,2.2e-05,34858,1
20,64339.0,60,0,80.0,2.5e-05,27957,1
20,10351.0,60,1,80.0,2.4e-05,73,1
20,80.0,60,4,34018.0,2.2e-05,30250,1
20,80.0,60,4,25928.0,2.2e-05,29673,1
20,80.0,60,4,36691.0,2.2e-05,31557,1
20,80.0,60,4,19997.0,2.2e-05,29258,1
20,80.0,60,4,7591.0,2.1e-05,35643,1
20,41131.0,60,1,80.0,2.2e-05,17318,1
20,14949.0,60,0,80.0,2.2e-05,38507,1
20,80.0,60,4,23184.0,2.2e-05,29482,1
20,80.0,60,4,30728.0,2.4e-05,30027,1
20,53464.0,60,0,80.0,2.3e-05,39901,1
20,14115.0,60,0,80.0,2.3e-05,38477,1
20,5848.0,60,0,80.0,2.5e-05,26589,1
20,80.0,60,4,5861.0,2.5e-05,34995,1
20,17433.0,60,0,80.0,2.4e-05,1582,1
20,42133.0,60,1,80.0,5.9e-05,17584,1
20,23739.0,60,1,80.0,2.2e-05,5620,1
20,80.0,60,4,40002.0,2.3e-05,31790,1
20,33057.0,60,1,80.0,2.4e-05,7567,1
20,4344.0,60,0,80.0,2.2e-05,39552,1
20,26536.0,60,1,80.0,2.1e-05,6196,1
20,80.0,60,4,39295.0,2.3e-05,31735,1
20,27904.0,60,1,80.0,2.4e-05,6495,1
20,25767.0,60,1,80.0,2.5e-05,6045,1
20,25936.0,60,1,80.0,2.3e-05,6076,1
20,64262.0,60,1,80.0,2.1e-05,27943,1
20,28223.0,60,1,80.0,2.2e-05,6582,1
20,3802.0,60,1,80.0,2.4e-05,10459,1
20,30336.0,60,0,80.0,2.3e-05,6991,1
20,34218.0,60,0,80.0,5.4e-05,8251,1
20,43084.0,60,1,80.0,2.5e-05,18028,1
20,55034.0,60,1,80.0,2.1e-05,24341,1
20,35551.0,60,1,80.0,2.2e-05,9462,1
20,18528.0,60,1,80.0,2.2e-05,1814,1
20,80.0,60,4,14160.0,2e-05,28770,1
20,80.0,60,4,1913.0,2.2e-05,29120,1
20,19571.0,60,1,80.0,2.2e-05,2041,1
20,32547.0,60,0,80.0,2.4e-05,7468,1
20,80.0,60,4,51165.0,2.2e-05,33816,1
20,12563.0,60,1,80.0,2.2e-05,572,1
20,2463.0,60,0,80.0,5.4e-05,38862,1
20,47396.0,60,1,80.0,2.1e-05,20648,1
20,80.0,60,4,41529.0,2.2e-05,31919,1
20,13062.0,60,0,80.0,2.3e-05,38437,1
20,80.0,60,4,40479.0,2.2e-05,31838,1
20,14283.0,60,0,80.0,2.4e-05,950,1
20,52914.0,60,1,80.0,2.1e-05,23697,1
20,41003.0,60,1,80.0,2.5e-05,17296,1
20,80.0,60,4,30882.0,2.2e-05,30041,1
20,10314.0,60,0,80.0,2.3e-05,38352,1
20,80.0,60,4,14310.0,2.2e-05,28786,1
20,56445.0,60,1,80.0,2.1e-05,25656,1
20,9649.0,60,1,80.0,4.8e-05,36127,1
20,13357.0,60,1,80.0,2.3e-05,741,1
20,80.0,60,4,46854.0,2.2e-05,33009,1
20,58060.0,60,1,80.0,2.2e-05,26031,1
20,19328.0,60,1,80.0,2.2e-05,1982,1
20,80.0,60,4,63225.0,2.9e-05,35467,1
20,23695.0,60,1,80.0,2.1e-05,5611,1
20,80.0,60,4,27718.0,2.1e-05,29811,1
20,30142.0,60,1,80.0,2.2e-05,6956,1
20,50279.0,60,1,80.0,2.2e-05,23083,1
20,30420.0,60,0,80.0,2.2e-05,39058,1
20,13126.0,60,1,80.0,1.9e-05,686,1
20,80.0,60,4,40827.0,2.2e-05,31861,1
20,39845.0,60,1,80.0,2.1e-05,16948,1
20,80.0,60,4,53343.0,5.8e-05,33969,1
20,11106.0,60,0,80.0,2.2e-05,222,1
20,4134.0,60,1,80.0,2.2e-05,17383,1
20,80.0,60,4,18203.0,5.2e-05,29053,1
20,80.0,60,4,23066.0,2.1e-05,29472,1
20,61284.0,60,0,80.0,2.2e-05,27414,1
20,29268.0,60,1,80.0,2.1e-05,6786,1
20,55483.0,60,0,80.0,2.2e-05,24496,1
20,2111.0,60,0,80.0,2.3e-05,3359,1
20,80.0,60,4,20164.0,2.1e-05,29273,1
20,10750.0,60,0,80.0,1.9e-05,38372,1
20,15652.0,60,0,80.0,2.2e-05,1235,1
20,49120.0,60,0,80.0,2.1e-05,39741,1
20,44645.0,60,1,80.0,2.2e-05,18765,1
20,80.0,60,4,5145.0,2e-05,33831,1
20,80.0,60,4,10987.0,2.4e-05,28533,1
20,80.0,60,4,42405.0,2.3e-05,32092,1
20,80.0,60,4,51788.0,2.2e-05,33858,1
20,80.0,60,4,10605.0,2.3e-05,28507,1
20,7308.0,60,0,80.0,2.4e-05,40108,1
20,25323.0,60,0,80.0,5e-05,5956,1
20,33964.0,60,1,80.0,2.2e-05,8198,1
20,46047.0,60,0,80.0,2.2e-05,39627,1
20,4928.0,60,1,80.0,2e-05,21608,1
20,26953.0,60,1,80.0,5.4e-05,6275,1
20,24439.0,60,1,80.0,2.2e-05,5776,1
20,80.0,60,4,47019.0,2.3e-05,33024,1
20,22090.0,60,1,80.0,2e-05,4333,1
20,80.0,60,4,51181.0,2.1e-05,33817,1
20,41647.0,60,1,80.0,2.1e-05,17446,1
20,32495.0,60,0,80.0,2.2e-05,39122,1
20,60819.0,60,1,80.0,2.2e-05,27339,1
20,80.0,60,4,61491.0,2.1e-05,35402,1
20,80.0,60,4,40357.0,2.2e-05,31820,1
20,24292.0,60,1,80.0,5e-05,5737,1
20,52134.0,60,1,80.0,2.2e-05,23492,1
20,22514.0,60,1,80.0,5.2e-05,4426,1
20,41063.0,60,1,80.0,2.2e-05,17305,1
20,80.0,60,4,10693.0,2.2e-05,28517,1
20,2880.0,60,0,80.0,2.5e-05,39002,1
20,80.0,60,4,23160.0,5.2e-05,29479,1
20,80.0,60,4,11694.0,2.2e-05,28596,1
20,54914.0,60,0,80.0,6e-05,39952,1
20,80.0,60,4,19531.0,2.1e-05,29146,1
20,80.0,60,4,26729.0,2.2e-05,29738,1
20,16217.0,60,0,80.0,2.2e-05,1343,1
20,58430.0,60,0,80.0,2.4e-05,26575,1
20,39147.0,60,0,80.0,5.2e-05,39408,1
20,80.0,60,4,57163.0,2.2e-05,34906,1
20,80.0,60,4,50665.0,2.2e-05,33776,1
20,40437.0,60,1,80.0,2.1e-05,17085,1
20,63781.0,60,0,80.0,2.2e-05,27857,1
20,80.0,60,4,9330.0,2.1e-05,35762,1
20,52583.0,60,1,80.0,3.3e-05,23616,1
20,80.0,60,4,18267.0,4.9e-05,29055,1
20,15268.0,60,0,80.0,5.1e-05,1149,1
20,80.0,60,4,64370.0,2.8e-05,35519,1
20,80.0,60,4,22718.0,4.9e-05,29449,1
20,80.0,60,4,58647.0,2e-05,34996,1
20,33928.0,60,1,80.0,2.1e-05,8186,1
20,80.0,60,4,4187.0,2.1e-05,31959,1
20,10674.0,60,1,80.0,4.8e-05,143,1
20,31182.0,60,0,80.0,2.4e-05,39082,1
20,38923.0,60,0,80.0,2.2e-05,10918,1
20,45886.0,60,1,80.0,2.2e-05,20090,1
20,22518.0,60,0,80.0,2.2e-05,38767,1
20,80.0,60,4,11249.0,2.2e-05,28563,1
20,58796.0,60,1,80.0,2.1e-05,26660,1
20,43634.0,60,0,80.0,2.3e-05,18164,1
20,8587.0,60,0,80.0,2.2e-05,35916,1
20,80.0,60,4,55551.0,2.2e-05,34225,1
20,19216.0,60,1,80.0,5.1e-05,1962,1
20,59344.0,60,1,80.0,2.5e-05,26758,1
20,61582.0,60,0,80.0,2e-05,27481,1
20,29052.0,60,1,80.0,2.3e-05,6742,1
20,43440.0,60,1,80.0,2.2e-05,18111,1
20,37140.0,60,1,80.0,2.2e-05,10282,1
20,80.0,60,4,23980.0,2.2e-05,29531,1
20,53577.0,60,0,80.0,4.8e-05,23871,1
20,25114.0,60,1,80.0,4.3e-05,5905,1
20,43602.0,60,0,80.0,2.3e-05,39555,1
20,31741.0,60,1,80.0,2.2e-05,7297,1
20,43249.0,60,0,80.0,2.2e-05,18074,1
20,80.0,60,4,2901.0,5e-05,29913,1
20,80.0,60,4,14508.0,2.4e-05,28802,1
20,80.0,60,4,2623.0,2.1e-05,29690,1
20,80.0,60,4,57293.0,5e-05,34915,1
20,20598.0,60,0,80.0,5.1e-05,38701,1
20,5207.0,60,1,80.0,2.1e-05,23476,1
20,16585.0,60,0,80.0,2.2e-05,38576,1
20,30340.0,60,0,80.0,2.2e-05,6992,1
20,56525.0,60,0,80.0,2.5e-05,40007,1
20,44326.0,60,0,80.0,2.2e-05,18589,1
20,80.0,60,4,25251.0,2.1e-05,29622,1
20,80.0,60,4,55425.0,2.4e-05,34129,1
20,80.0,60,4,32549.0,2.1e-05,30151,1
20,13334.0,60,1,80.0,2.2e-05,734,1
20,51944.0,60,0,80.0,2.1e-05,39840,1
20,39956.0,60,1,80.0,2.1e-05,16971,1
20,55002.0,60,1,80.0,2.1e-05,24333,1
20,6758.0,60,0,80.0,2.2e-05,40093,1
20,80.0,60,4,11144.0,2.2e-05,28550,1
20,27393.0,60,0,80.0,2.2e-05,6393,1
20,16331.0,60,0,80.0,5.1e-05,38560,1
20,80.0,60,4,40426.0,2.2e-05,31833,1
20,56863.0,60,1,80.0,2.6e-05,25757,1
20,57458.0,60,0,80.0,5.5e-05,40049,1
20,57592.0,60,0,80.0,2.4e-05,25936,1
20,63321.0,60,0,80.0,2.1e-05,27771,1
20,28550.0,60,1,80.0,2.1e-05,6636,1
20,355.0,60,0,80.0,2.1e-05,9398,1
20,41561.0,60,1,80.0,2.5e-05,17431,1
20,34067.0,60,1,80.0,2.2e-05,8229,1
20,57674.0,60,1,80.0,2.2e-05,25954,1
20,2981.0,60,0,80.0,4.8e-05,6891,1
20,80.0,60,4,21386.0,2.2e-05,29358,1
20,64957.0,60,1,80.0,2.1e-05,28063,1
20,3702.0,60,1,80.0,2.1e-05,10265,1
20,80.0,60,4,57089.0,5.4e-05,34896,1
20,63299.0,60,0,80.0,5.2e-05,27764,1
20,33177.0,60,0,80.0,2.4e-05,7598,1
20,80.0,60,4,11057.0,5.5e-05,28538,1
20,21752.0,60,1,80.0,2.3e-05,3495,1
20,15862.0,60,1,80.0,2.4e-05,1281,1
20,80.0,60,4,36653.0,2.4e-05,31553,1
20,80.0,60,4,16856.0,2.2e-05,28958,1
20,43827.0,60,0,80.0,2.2e-05,39560,1
20,80.0,60,4,28659.0,2.5e-05,29879,1
20,27424.0,60,0,80.0,0.000104,6398,1
20,24174.0,60,0,80.0,2.2e-05,38841,1
20,33124.0,60,0,80.0,2.1e-05,39149,1
20,56747.0,60,1,80.0,2.2e-05,25738,1
20,61988.0,60,0,80.0,2.4e-05,27537,1
20,7930.0,60,0,80.0,2.2e-05,28445,1
20,80.0,60,4,12847.0,2e-05,28688,1
20,80.0,60,4,43820.0,2.2e-05,32285,1
20,60602.0,60,0,80.0,2.9e-05,27272,1
20,7751.0,60,1,80.0,2.1e-05,28402,1
20,3647.0,60,0,80.0,4.6e-05,10126,1
20,25563.0,60,0,80.0,2.4e-05,38891,1
20,19121.0,60,0,80.0,2.3e-05,1944,1
20,80.0,60,4,10347.0,2.4e-05,28481,1
20,8822.0,60,1,80.0,2.2e-05,35968,1
20,80.0,60,4,61880.0,2.1e-05,35414,1
20,41492.0,60,0,80.0,2.2e-05,39481,1
20,26221.0,60,0,80.0,2.3e-05,6141,1
20,34236.0,60,0,80.0,2.2e-05,8255,1
20,49176.0,60,0,80.0,2.7e-05,39744,1
20,43047.0,60,0,80.0,2.3e-05,39541,1
20,31825.0,60,0,80.0,2.2e-05,39103,1
20,58170.0,60,0,80.0,2.4e-05,26060,1
20,25887.0,60,0,80.0,2.3e-05,6065,1
20,57126.0,60,0,80.0,2.2e-05,25838,1
20,6299.0,60,1,80.0,2.2e-05,27700,1
20,15290.0,60,0,80.0,2.2e-05,38518,1
20,12911.0,60,1,80.0,2.3e-05,642,1
20,7064.0,60,0,80.0,2e-05,40102,1
20,17975.0,60,0,80.0,2.1e-05,1692,1
20,80.0,60,4,33567.0,2.1e-05,30224,1
20,80.0,60,4,22610.0,2.1e-05,29440,1
20,17449.0,60,1,80.0,2.7e-05,1587,1
20,33921.0,60,0,80.0,2.2e-05,39182,1
20,80.0,60,4,29252.0,2.1e-05,29925,1
20,20768.0,60,0,80.0,5.3e-05,38707,1
20,52396.0,60,1,80.0,2.1e-05,23560,1
20,35297.0,60,0,80.0,2.4e-05,9183,1
20,80.0,60,4,56898.0,2.1e-05,34880,1
20,14576.0,60,1,80.0,2.2e-05,1020,1
20,80.0,60,4,19108.0,5.2e-05,29118,1
20,56267.0,60,1,80.0,2.1e-05,25397,1
20,56278.0,60,0,80.0,2.2e-05,25413,1
20,27014.0,60,1,80.0,2.1e-05,6289,1
20,80.0,60,4,2926.0,2.2e-05,29927,1
20,80.0,60,4,29296.0,2.2e-05,29929,1
20,28486.0,60,1,80.0,2.7e-05,6623,1
20,47529.0,60,0,80.0,2.2e-05,20674,1
20,80.0,60,4,12128.0,2.1e-05,28628,1
20,22463.0,60,1,80.0,2e-05,4417,1
20,35076.0,60,1,80.0,5.5e-05,8932,1
20,31587.0,60,0,80.0,5.6e-05,7260,1
20,18212.0,60,0,80.0,2.3e-05,1743,1
20,80.0,60,4,29161.0,5.4e-05,29920,1
20,48097.0,60,0,80.0,2.1e-05,21218,1
20,80.0,60,4,41245.0,2.2e-05,31891,1
20,80.0,60,4,34916.0,2.5e-05,30551,1
20,8109.0,60,1,80.0,2.1e-05,35829,1
20,30659.0,60,1,80.0,5.3e-05,7052,1
20,80.0,60,4,50968.0,2.4e-05,33796,1
20,5370.0,60,0,80.0,2.6e-05,24064,1
20,21633.0,60,0,80.0,2.1e-05,38738,1
20,12561.0,60,0,80.0,2.1e-05,571,1
20,80.0,60,4,9781.0,2.2e-05,35784,1
20,47025.0,60,1,80.0,2.1e-05,20573,1
20,38871.0,60,0,80.0,2.2e-05,39392,1
20,80.0,60,4,48110.0,2.2e-05,33098,1
20,13912.0,60,1,80.0,2.1e-05,866,1
20,21022.0,60,1,80.0,2.1e-05,3344,1
20,16459.0,60,0,80.0,2.2e-05,38566,1
20,14081.0,60,0,80.0,2.1e-05,901,1
20,46919.0,60,1,80.0,2.1e-05,20552,1
20,80.0,60,4,37010.0,2.4e-05,31584,1
20,80.0,60,4,27349.0,2.1e-05,29788,1
20,59431.0,60,1,80.0,2.2e-05,26771,1
20,80.0,60,4,42764.0,2.3e-05,32206,1
20,51063.0,60,0,80.0,2.1e-05,23249,1
20,10579.0,60,0,80.0,5.1e-05,38361,1
20,80.0,60,4,3264.0,2e-05,30157,1
20,36055.0,60,0,80.0,2.2e-05,39276,1
20,80.0,60,4,54326.0,2.2e-05,34039,1
20,80.0,60,4,45957.0,2.1e-05,32944,1
20,46374.0,60,0,80.0,2.4e-05,39641,1
20,80.0,60,4,24170.0,2.2e-05,29548,1
20,63895.0,60,0,80.0,2.3e-05,27878,1
20,80.0,60,4,33719.0,2.7e-05,30230,1
20,57440.0,60,0,80.0,2.2e-05,40047,1
20,9066.0,60,0,80.0,5.1e-05,36028,1
20,61771.0,60,1,80.0,5.2e-05,27508,1
20,16755.0,60,0,80.0,2.1e-05,1453,1
20,41288.0,60,0,80.0,2.1e-05,39472,1
20,52556.0,60,1,80.0,3.4e-05,23611,1
20,80.0,60,4,63169.0,2.2e-05,35466,1
20,3546.0,60,1,80.0,2.4e-05,9350,1
20,36015.0,60,0,80.0,2.4e-05,10004,1
20,51744.0,60,0,80.0,2.2e-05,23412,1
20,80.0,60,4,32144.0,2.2e-05,30122,1
20,10733.0,60,1,80.0,2.2e-05,154,1
20,347.0,60,0,80.0,2.8e-05,8384,1
20,7803.0,60,0,80.0,5.1e-05,40125,1
20,11998.0,60,0,80.0,2.2e-05,38403,1
20,58844.0,60,1,80.0,2.2e-05,26670,1
20,42825.0,60,1,80.0,2.1e-05,17965,1
20,49271.0,60,1,80.0,2.2e-05,21607,1
20,13314.0,60,1,80.0,2.2e-05,732,1
20,20278.0,60,0,80.0,2.3e-05,38694,1
20,2715.0,60,0,80.0,2.1e-05,6331,1
20,12545.0,60,0,80.0,2.4e-05,565,1
20,5658.0,60,0,80.0,2.1e-05,40010,1
20,20799.0,60,1,80.0,2.2e-05,2714,1
20,3942.0,60,1,80.0,2.4e-05,16863,1
20,10810.0,60,1,80.0,2.2e-05,167,1
20,54422.0,60,1,80.0,2.4e-05,24205,1
20,40097.0,60,1,80.0,2.2e-05,17003,1
20,63641.0,60,1,80.0,2.2e-05,27829,1
20,80.0,60,4,25422.0,2e-05,29641,1
20,48600.0,60,0,80.0,3e-05,39720,1
20,48680.0,60,1,80.0,2.2e-05,21376,1
20,38769.0,60,1,80.0,2.2e-05,10887,1
20,80.0,60,4,6641.0,2.4e-05,35572,1
20,57596.0,60,1,80.0,2.2e-05,25938,1
20,80.0,60,4,18653.0,2.6e-05,29079,1
20,47418.0,60,0,80.0,2.1e-05,20652,1
20,45135.0,60,1,80.0,2.2e-05,19122,1
20,29879.0,60,1,80.0,2.3e-05,6903,1
20,80.0,60,4,31246.0,2.1e-05,30070,1
20,17319.0,60,1,80.0,5.4e-05,1556,1
20,80.0,60,4,24040.0,2.2e-05,29534,1
20,80.0,60,4,40940.0,2e-05,31872,1
20,43245.0,60,0,80.0,2.4e-05,18072,1
20,80.0,60,4,12660.0,2.2e-05,28678,1
20,39531.0,60,0,80.0,2.2e-05,39423,1
20,47549.0,60,1,80.0,2.2e-05,20680,1
20,80.0,60,4,49980.0,2.2e-05,33729,1
20,25574.0,60,1,80.0,2.2e-05,6006,1
20,80.0,60,4,51865.0,2.2e-05,33867,1
20,80.0,60,4,26250.0,2.1e-05,29694,1
20,25374.0,60,0,80.0,2.1e-05,5965,1
20,34857.0,60,1,80.0,2.1e-05,8639,1
20,11316.0,60,0,80.0,2.1e-05,269,1
20,20708.0,60,0,80.0,2.1e-05,2694,1
20,11223.0,60,0,80.0,2.2e-05,248,1
20,80.0,60,4,29781.0,2.2e-05,29970,1
20,60203.0,60,1,80.0,2.2e-05,26910,1
