protocol,source_port,length,tcp_flags,dst_port,delta_time,info,label
20,21.0,66,2,44596.0,3e-05,2784,1
20,21.0,66,2,44652.0,6.3e-05,2838,1
20,21.0,66,2,44672.0,2.7e-05,2856,1
20,21.0,66,2,44748.0,2.6e-05,2910,1
1,138.0,243,10,138.0,0.012296,37071,1
24,20000.0,186,10,10000.0,0.291692,2182,1
24,20001.0,186,10,10001.0,0.002223,2379,1
24,20000.0,729,10,10000.0,0.004873,2309,1
24,20001.0,729,10,10001.0,0.00247,2503,1
24,20000.0,729,10,10000.0,0.004953,2309,1
19,0.0,60,10,0.0,0.032311,36225,1
24,20000.0,393,10,10000.0,0.002842,2225,1
24,20001.0,393,10,10001.0,0.002499,2418,1
24,20000.0,393,10,10000.0,0.004964,2225,1
24,20001.0,393,10,10001.0,0.002531,2418,1
20,42078.0,74,0,53.0,0.227852,40511,1
20,33408.0,74,0,53.0,0.476522,40231,1
4,45788.0,81,10,53.0,1.822271,37712,1
4,45788.0,81,10,53.0,0.000184,37443,1
6,21.0,88,6,44662.0,0.17049,37301,1
20,21.0,66,3,44662.0,0.00012,2851,1
20,44662.0,66,2,21.0,0.00015,18791,1
6,21.0,88,6,44738.0,0.007706,37301,1
20,21.0,66,3,44738.0,0.000148,2905,1
20,44738.0,66,2,21.0,7.2e-05,18897,1
6,21.0,88,6,44600.0,0.007199,37301,1
20,21.0,66,3,44600.0,0.00015,2797,1
20,44600.0,66,2,21.0,5.6e-05,18678,1
6,21.0,88,6,44672.0,0.003016,37301,1
20,21.0,66,3,44672.0,6.8e-05,2860,1
20,44672.0,66,2,21.0,0.000162,18807,1
6,21.0,88,6,44762.0,0.000816,37301,1
20,21.0,66,3,44762.0,4e-05,2923,1
20,44762.0,66,2,21.0,0.000131,18940,1
6,21.0,88,6,44748.0,0.00399,37301,1
20,21.0,66,3,44748.0,0.000148,2914,1
20,44748.0,66,2,21.0,0.000117,18918,1
6,21.0,88,6,44614.0,0.000282,37301,1
20,21.0,66,3,44614.0,0.000134,2806,1
20,44614.0,66,2,21.0,5.3e-05,18695,1
6,21.0,88,6,44644.0,0.000855,37301,1
20,21.0,66,3,44644.0,8.6e-05,2833,1
20,44644.0,66,2,21.0,0.000216,18757,1
6,21.0,88,6,44596.0,0.00015,37301,1
20,21.0,66,3,44596.0,6.3e-05,2788,1
20,44596.0,66,2,21.0,0.000435,18665,1
6,21.0,88,6,44680.0,0.000148,37301,1
20,21.0,66,3,44680.0,5.6e-05,2869,1
20,44680.0,66,2,21.0,0.000864,18825,1
6,21.0,88,6,44652.0,0.000501,37301,1
20,21.0,66,3,44652.0,6.7e-05,2842,1
6,21.0,88,6,44638.0,0.000386,37301,1
20,21.0,66,3,44638.0,6.9e-05,2824,1
6,21.0,88,6,44708.0,0.000561,37301,1
20,21.0,66,3,44708.0,9e-05,2887,1
20,44652.0,66,2,21.0,0.000173,18775,1
20,44638.0,66,2,21.0,0.000132,18740,1
20,44708.0,66,2,21.0,0.000114,18860,1
6,21.0,88,6,44692.0,5.2e-05,37301,1
20,21.0,66,3,44692.0,0.000108,2878,1
20,44692.0,66,2,21.0,0.00011,18839,1
6,21.0,88,6,44628.0,0.00025,37301,1
20,21.0,66,3,44628.0,7.6e-05,2815,1
6,21.0,88,6,44722.0,0.00041,37301,1
20,21.0,66,3,44722.0,6.5e-05,2896,1
20,44628.0,66,2,21.0,0.000225,18721,1
20,44722.0,66,2,21.0,9.6e-05,18879,1
20,44662.0,66,2,21.0,0.013468,18792,1
20,44738.0,66,2,21.0,0.004008,18898,1
20,44600.0,66,2,21.0,0.007938,18679,1
20,44762.0,66,2,21.0,0.004024,18941,1
20,44672.0,66,2,21.0,8.5e-05,18808,1
20,44748.0,66,2,21.0,0.003902,18919,1
20,44680.0,66,2,21.0,0.003919,18826,1
20,44596.0,66,2,21.0,0.000141,18666,1
20,44644.0,66,2,21.0,5.3e-05,18758,1
20,44614.0,66,2,21.0,0.000114,18696,1
20,44722.0,66,2,21.0,0.00378,18880,1
20,44628.0,66,2,21.0,8.5e-05,18722,1
20,44692.0,66,2,21.0,0.000119,18840,1
20,44708.0,66,2,21.0,5.2e-05,18861,1
20,44638.0,66,2,21.0,4.9e-05,18741,1
20,44652.0,66,2,21.0,0.000107,18776,1
6,44662.0,78,6,21.0,0.028155,37273,1
20,21.0,60,1,44662.0,0.000142,2852,1
20,44662.0,66,3,21.0,0.000115,18793,1
20,21.0,60,1,44662.0,5.1e-05,2852,1
20,55854.0,74,0,21.0,0.000419,24843,1
20,21.0,74,4,55854.0,0.000132,3202,1
20,55854.0,66,2,21.0,0.000247,24833,1
6,21.0,86,6,55854.0,0.002939,37291,1
20,55854.0,66,2,21.0,0.000228,24834,1
6,44738.0,78,6,21.0,0.006673,37273,1
20,44738.0,66,3,21.0,0.000148,18899,1
20,21.0,60,1,44738.0,3.6e-05,2906,1
20,21.0,60,1,44738.0,4.7e-05,2906,1
20,55862.0,74,0,21.0,0.000371,24854,1
20,21.0,74,4,55862.0,0.00012,3211,1
20,55862.0,66,2,21.0,0.000244,24844,1
6,21.0,86,6,55862.0,0.002705,37291,1
20,55862.0,66,2,21.0,0.000183,24845,1
6,44600.0,78,6,21.0,0.00672,37273,1
20,44600.0,66,3,21.0,0.00013,18680,1
20,21.0,60,1,44600.0,6.2e-05,2798,1
20,21.0,60,1,44600.0,0.000105,2798,1
6,44672.0,78,6,21.0,0.000118,37273,1
20,44672.0,66,3,21.0,0.000232,18809,1
20,21.0,60,1,44672.0,8.7e-05,2861,1
20,21.0,60,1,44672.0,0.000113,2861,1
6,44762.0,78,6,21.0,0.000112,37273,1
20,44762.0,66,3,21.0,0.000126,18942,1
20,21.0,60,1,44762.0,5.2e-05,2924,1
20,21.0,60,1,44762.0,0.000108,2924,1
20,55878.0,74,0,21.0,0.000231,24889,1
20,21.0,74,4,55878.0,0.000153,3220,1
20,55892.0,74,0,21.0,4.4e-05,24916,1
20,21.0,74,4,55892.0,6.6e-05,3229,1
20,55878.0,66,2,21.0,6.2e-05,24879,1
20,55892.0,66,2,21.0,0.000138,24907,1
20,55900.0,74,0,21.0,0.000243,24936,1
20,21.0,74,4,55900.0,0.000129,3238,1
20,55900.0,66,2,21.0,0.000274,24926,1
6,44596.0,78,6,21.0,0.007871,37273,1
20,44596.0,66,3,21.0,0.000145,18667,1
20,21.0,60,1,44596.0,3.5e-05,2789,1
20,21.0,60,1,44596.0,9.4e-05,2789,1
6,44628.0,78,6,21.0,0.000569,37273,1
20,44628.0,66,3,21.0,0.000135,18723,1
20,21.0,60,1,44628.0,6.4e-05,2816,1
20,21.0,60,1,44628.0,0.000111,2816,1
6,44748.0,78,6,21.0,0.000878,37273,1
20,21.0,60,1,44748.0,0.000108,2915,1
20,44748.0,66,3,21.0,6.8e-05,18920,1
20,21.0,60,1,44748.0,0.000111,2915,1
6,44614.0,78,6,21.0,0.000178,37273,1
20,21.0,60,1,44614.0,0.000147,2807,1
20,44614.0,66,3,21.0,5.2e-05,18697,1
20,21.0,60,1,44614.0,0.000121,2807,1
6,44692.0,78,6,21.0,0.000133,37273,1
20,44692.0,66,3,21.0,0.000149,18841,1
20,21.0,60,1,44692.0,5.4e-05,2879,1
20,21.0,60,1,44692.0,0.000106,2879,1
6,44722.0,78,6,21.0,0.000177,37273,1
20,21.0,60,1,44722.0,0.000151,2897,1
20,44722.0,66,3,21.0,5.3e-05,18881,1
20,21.0,60,1,44722.0,0.000109,2897,1
6,44708.0,78,6,21.0,0.00011,37273,1
20,21.0,60,1,44708.0,0.000134,2888,1
20,44708.0,66,3,21.0,8.4e-05,18862,1
20,21.0,60,1,44708.0,0.000249,2888,1
20,55912.0,74,0,21.0,5.3e-05,24960,1
6,44638.0,78,6,21.0,0.000108,37273,1
20,21.0,74,4,55912.0,6.6e-05,3247,1
20,21.0,60,1,44638.0,0.000109,2825,1
20,55912.0,66,2,21.0,5.1e-05,24950,1
20,55926.0,74,0,21.0,0.000108,24988,1
20,21.0,74,4,55926.0,0.000143,3256,1
20,55926.0,66,2,21.0,0.000233,24978,1
20,55928.0,74,0,21.0,0.000186,24999,1
20,55938.0,74,0,21.0,0.000166,25026,1
20,21.0,74,4,55928.0,3.5e-05,3265,1
20,55928.0,66,2,21.0,4.8e-05,24989,1
20,21.0,74,4,55938.0,2.4e-05,3274,1
20,55938.0,66,2,21.0,4.6e-05,25016,1
20,55944.0,74,0,21.0,7.8e-05,25037,1
6,44644.0,78,6,21.0,7.7e-05,37273,1
20,21.0,74,4,55944.0,3.5e-05,3283,1
20,55944.0,66,2,21.0,4.8e-05,25027,1
20,21.0,60,1,44644.0,2.4e-05,2834,1
6,44652.0,78,6,21.0,8.4e-05,37273,1
20,21.0,60,1,44652.0,8.5e-05,2843,1
20,44652.0,66,3,21.0,3.4e-05,18777,1
20,21.0,60,1,44652.0,4.8e-05,2843,1
6,44680.0,78,6,21.0,0.000115,37273,1
20,44680.0,66,3,21.0,6.1e-05,18827,1
20,21.0,60,1,44680.0,2.5e-05,2870,1
20,21.0,60,1,44680.0,4.6e-05,2870,1
20,55948.0,74,0,21.0,0.000149,25058,1
20,21.0,74,4,55948.0,8.4e-05,3292,1
20,55964.0,74,0,21.0,3.5e-05,25081,1
20,21.0,74,4,55964.0,4.8e-05,3301,1
20,55948.0,66,2,21.0,2.4e-05,25048,1
20,55964.0,66,2,21.0,4.6e-05,25071,1
20,55970.0,74,0,21.0,0.000101,25103,1
20,21.0,74,4,55970.0,8.4e-05,3310,1
20,55974.0,74,0,21.0,3.6e-05,25114,1
20,21.0,74,4,55974.0,4.8e-05,3319,1
20,55970.0,66,2,21.0,2.4e-05,25093,1
20,55974.0,66,2,21.0,4.6e-05,25104,1
20,55988.0,74,0,21.0,0.00016,25141,1
20,21.0,74,4,55988.0,9.7e-05,3328,1
20,55992.0,74,0,21.0,5e-05,25153,1
20,21.0,74,4,55992.0,6.1e-05,3337,1
20,55988.0,66,2,21.0,2.9e-05,25131,1
20,55992.0,66,2,21.0,5.7e-05,25143,1
6,21.0,86,6,55900.0,0.002289,37291,1
20,55900.0,66,2,21.0,0.000151,24927,1
6,21.0,86,6,55892.0,0.000535,37291,1
20,55892.0,66,2,21.0,0.00014,24908,1
6,21.0,86,6,55878.0,0.001456,37291,1
20,55878.0,66,2,21.0,0.000132,24880,1
6,21.0,86,6,55944.0,0.002413,37291,1
20,55944.0,66,2,21.0,0.000119,25028,1
6,21.0,86,6,55948.0,0.00241,37291,1
20,55948.0,66,2,21.0,0.000102,25049,1
6,21.0,86,6,55938.0,0.002422,37291,1
20,55938.0,66,2,21.0,0.000106,25017,1
6,21.0,86,6,55928.0,0.00245,37291,1
20,55928.0,66,2,21.0,0.000139,24990,1
6,21.0,86,6,55964.0,0.002375,37291,1
20,55964.0,66,2,21.0,0.000232,25072,1
6,21.0,86,6,55970.0,0.002337,37291,1
20,55970.0,66,2,21.0,0.000121,25094,1
6,21.0,86,6,55926.0,0.002365,37291,1
20,55926.0,66,2,21.0,0.00012,24979,1
6,21.0,86,6,55974.0,0.002426,37291,1
20,55974.0,66,2,21.0,0.000148,25105,1
6,21.0,86,6,55912.0,0.002535,37291,1
20,55912.0,66,2,21.0,0.000188,24951,1
6,21.0,86,6,55988.0,0.002821,37291,1
20,55988.0,66,2,21.0,0.000228,25132,1
6,21.0,86,6,55992.0,0.002876,37291,1
20,55992.0,66,2,21.0,0.000259,25144,1
6,55854.0,78,6,21.0,0.278697,37273,1
20,21.0,66,2,55854.0,0.000344,3197,1
6,21.0,100,6,55854.0,0.000151,37300,1
20,55854.0,66,2,21.0,0.000125,24835,1
6,55862.0,78,6,21.0,0.010748,37273,1
20,21.0,66,2,55862.0,0.000242,3206,1
6,21.0,100,6,55862.0,0.000206,37300,1
20,55862.0,66,2,21.0,0.000166,24846,1
6,55878.0,78,6,21.0,0.010886,37273,1
6,55892.0,78,6,21.0,0.000151,37273,1
20,21.0,66,2,55878.0,5.5e-05,3215,1
6,55900.0,78,6,21.0,4.9e-05,37273,1
20,21.0,66,2,55892.0,0.000136,3224,1
6,21.0,100,6,55878.0,5.2e-05,37300,1
6,21.0,100,6,55892.0,4.8e-05,37300,1
20,21.0,66,2,55900.0,0.00011,3233,1
20,55878.0,66,2,21.0,5.2e-05,24881,1
20,55892.0,66,2,21.0,0.000106,24909,1
6,21.0,100,6,55900.0,7.5e-05,37300,1
20,55900.0,66,2,21.0,0.000109,24928,1
6,55938.0,78,6,21.0,0.0127,37273,1
6,55926.0,78,6,21.0,0.000152,37273,1
20,21.0,66,2,55938.0,0.000116,3269,1
20,21.0,66,2,55926.0,0.000111,3251,1
6,21.0,100,6,55938.0,0.000111,37300,1
20,55938.0,66,2,21.0,0.000253,25018,1
6,21.0,100,6,55926.0,7.2e-05,37300,1
20,55926.0,66,2,21.0,0.000107,24980,1
6,55928.0,78,6,21.0,0.000121,37273,1
20,21.0,66,2,55928.0,0.000115,3260,1
6,55912.0,78,6,21.0,5.2e-05,37273,1
20,21.0,66,2,55912.0,0.000107,3242,1
6,55964.0,78,6,21.0,0.000111,37273,1
6,21.0,100,6,55928.0,5.1e-05,37300,1
20,55928.0,66,2,21.0,0.000108,24991,1
20,21.0,66,2,55964.0,5.2e-05,3296,1
6,55992.0,78,6,21.0,0.000104,37273,1
6,55974.0,78,6,21.0,0.000111,37273,1
20,21.0,66,2,55992.0,5.1e-05,3332,1
20,21.0,66,2,55974.0,0.000108,3314,1
6,55988.0,78,6,21.0,5.1e-05,37273,1
20,21.0,66,2,55988.0,0.000107,3323,1
6,21.0,100,6,55964.0,5e-05,37300,1
20,55964.0,66,2,21.0,0.000106,25073,1
6,21.0,100,6,55974.0,5.1e-05,37300,1
6,55944.0,78,6,21.0,0.000107,37273,1
20,55974.0,66,2,21.0,0.000111,25106,1
20,21.0,66,2,55944.0,5.2e-05,3278,1
6,21.0,100,6,55912.0,0.000107,37300,1
20,55912.0,66,2,21.0,0.00011,24952,1
6,21.0,100,6,55944.0,5e-05,37300,1
20,55944.0,66,2,21.0,0.000104,25029,1
6,21.0,100,6,55988.0,0.000111,37300,1
20,55988.0,66,2,21.0,0.000112,25133,1
6,21.0,100,6,55992.0,5.1e-05,37300,1
20,55992.0,66,2,21.0,0.000107,25145,1
6,55948.0,78,6,21.0,0.000184,37273,1
20,21.0,66,2,55948.0,0.000147,3287,1
6,55970.0,78,6,21.0,7.2e-05,37273,1
20,21.0,66,2,55970.0,5.3e-05,3305,1
6,21.0,100,6,55948.0,0.000157,37300,1
20,55948.0,66,2,21.0,0.000146,25050,1
6,21.0,100,6,55970.0,0.000117,37300,1
20,55970.0,66,2,21.0,0.000191,25095,1
6,55854.0,81,6,21.0,0.060704,37247,1
20,21.0,66,2,55854.0,0.000205,3198,1
6,55862.0,79,6,21.0,0.014835,37172,1
20,21.0,66,2,55862.0,0.000157,3207,1
6,55892.0,80,6,21.0,0.007834,37198,1
20,21.0,66,2,55892.0,0.000118,3225,1
6,55878.0,79,6,21.0,6.2e-05,37116,1
6,55900.0,79,6,21.0,0.000265,37221,1
20,21.0,66,2,55878.0,0.002447,3216,1
20,21.0,66,2,55900.0,8.2e-05,3234,1
6,55926.0,83,6,21.0,0.013546,37255,1
6,55992.0,79,6,21.0,0.000161,37119,1
6,55964.0,80,6,21.0,6.8e-05,37218,1
20,21.0,66,2,55926.0,4.9e-05,3252,1
20,21.0,66,2,55992.0,0.000112,3333,1
6,55974.0,79,6,21.0,5e-05,37256,1
6,55948.0,79,6,21.0,5.8e-05,37164,1
6,55944.0,79,6,21.0,0.000119,37176,1
6,55988.0,83,6,21.0,6.1e-05,37129,1
6,55970.0,78,6,21.0,6e-05,37174,1
6,55938.0,82,6,21.0,0.000109,37159,1
6,55912.0,80,6,21.0,0.000393,37140,1
6,55928.0,79,6,21.0,4.7e-05,37122,1
20,21.0,66,2,55964.0,0.006991,3297,1
20,21.0,66,2,55974.0,8.8e-05,3315,1
20,21.0,66,2,55948.0,5.2e-05,3288,1
20,21.0,66,2,55944.0,4.7e-05,3279,1
20,21.0,66,2,55988.0,0.00061,3324,1
20,21.0,66,2,55970.0,0.000119,3306,1
20,21.0,66,2,55938.0,6e-05,3270,1
20,21.0,66,2,55912.0,4.8e-05,3243,1
20,21.0,66,2,55928.0,4.7e-05,3261,1
20,42078.0,74,0,53.0,1.087012,40512,1
20,33408.0,74,0,53.0,0.577472,40232,1
6,21.0,88,6,55988.0,1.367309,37301,1
20,55988.0,66,2,21.0,0.00016,25134,1
6,21.0,88,6,55944.0,0.003864,37301,1
20,55944.0,66,2,21.0,0.00024,25030,1
6,21.0,88,6,55992.0,0.002792,37301,1
20,55992.0,66,2,21.0,0.000232,25146,1
6,21.0,88,6,55970.0,0.000266,37301,1
20,55970.0,66,2,21.0,0.000185,25096,1
6,21.0,88,6,55938.0,0.000764,37301,1
20,55938.0,66,2,21.0,0.000213,25019,1
6,21.0,88,6,55912.0,0.000244,37301,1
20,55912.0,66,2,21.0,0.000271,24953,1
6,21.0,88,6,55948.0,0.000813,37301,1
20,55948.0,66,2,21.0,0.000276,25051,1
6,21.0,88,6,55928.0,0.000149,37301,1
20,55928.0,66,2,21.0,0.000115,24992,1
6,21.0,88,6,55854.0,0.001425,37301,1
20,55854.0,66,2,21.0,0.000251,24836,1
6,21.0,88,6,55926.0,3.6e-05,37301,1
20,55926.0,66,2,21.0,0.000223,24981,1
6,21.0,88,6,55974.0,0.000138,37301,1
20,55974.0,66,2,21.0,0.000291,25107,1
6,21.0,88,6,55964.0,0.000309,37301,1
20,55964.0,66,2,21.0,0.000131,25074,1
6,55988.0,78,6,21.0,0.088532,37273,1
20,21.0,66,2,55988.0,0.00027,3325,1
6,21.0,100,6,55988.0,0.000171,37300,1
20,55988.0,66,2,21.0,0.00025,25135,1
6,55992.0,78,6,21.0,0.009997,37273,1
20,21.0,66,2,55992.0,9.4e-05,3334,1
6,55928.0,78,6,21.0,3.5e-05,37273,1
6,55948.0,78,6,21.0,7.8e-05,37273,1
6,21.0,100,6,55992.0,3.5e-05,37300,1
20,21.0,66,2,55928.0,5.7e-05,3262,1
20,55992.0,66,2,21.0,6.1e-05,25147,1
20,21.0,66,2,55948.0,2.4e-05,3289,1
6,55970.0,78,6,21.0,5.4e-05,37273,1
6,21.0,100,6,55948.0,4.3e-05,37300,1
20,21.0,66,2,55970.0,0.00011,3307,1
20,55948.0,66,2,21.0,5.1e-05,25052,1
6,55938.0,78,6,21.0,0.00011,37273,1
6,21.0,100,6,55970.0,5.1e-05,37300,1
6,55912.0,78,6,21.0,4.7e-05,37273,1
20,21.0,66,2,55938.0,4.7e-05,3271,1
20,55970.0,66,2,21.0,0.000124,25097,1
20,21.0,66,2,55912.0,5.1e-05,3244,1
6,55944.0,78,6,21.0,4.8e-05,37273,1
6,21.0,100,6,55938.0,4.7e-05,37300,1
20,21.0,66,2,55944.0,4.7e-05,3280,1
20,55938.0,66,2,21.0,4.7e-05,25020,1
6,21.0,100,6,55944.0,0.000111,37300,1
6,21.0,100,6,55912.0,6e-05,37300,1
20,55944.0,66,2,21.0,4.9e-05,25031,1
20,55912.0,66,2,21.0,5.8e-05,24954,1
6,21.0,100,6,55928.0,4.8e-05,37300,1
20,55928.0,66,2,21.0,4.7e-05,24993,1
6,55974.0,78,6,21.0,0.008752,37273,1
20,21.0,66,2,55974.0,0.000159,3316,1
6,21.0,100,6,55974.0,5.5e-05,37300,1
20,55974.0,66,2,21.0,0.00011,25108,1
6,55964.0,78,6,21.0,0.000134,37273,1
20,21.0,66,2,55964.0,0.000159,3298,1
6,55854.0,78,6,21.0,0.000173,37273,1
6,21.0,100,6,55964.0,8.2e-05,37300,1
20,21.0,66,2,55854.0,0.000107,3199,1
20,55964.0,66,2,21.0,6.5e-05,25075,1
6,21.0,100,6,55854.0,0.000111,37300,1
20,55854.0,66,2,21.0,0.00011,24837,1
6,55926.0,78,6,21.0,0.000213,37273,1
20,21.0,66,2,55926.0,0.000148,3253,1
6,21.0,100,6,55926.0,5.3e-05,37300,1
20,55926.0,66,2,21.0,0.00011,24982,1
6,21.0,88,6,55862.0,0.028607,37301,1
20,55862.0,66,2,21.0,0.000193,24847,1
6,21.0,88,6,55900.0,0.038619,37301,1
20,55900.0,66,2,21.0,0.000242,24929,1
6,21.0,88,6,55878.0,0.003183,37301,1
20,55878.0,66,2,21.0,0.000241,24882,1
6,21.0,88,6,55892.0,0.00432,37301,1
20,55892.0,66,2,21.0,0.000237,24910,1
6,55988.0,81,6,21.0,0.003199,37233,1
20,21.0,66,2,55988.0,0.000214,3320,1
6,55944.0,80,6,21.0,0.01087,37133,1
6,55938.0,80,6,21.0,0.000161,37181,1
20,21.0,66,2,55944.0,5.7e-05,3275,1
20,21.0,66,2,55938.0,0.000119,3266,1
6,55912.0,79,6,21.0,0.000146,37102,1
20,21.0,66,2,55912.0,0.000144,3239,1
6,55970.0,78,6,21.0,7.6e-05,37251,1
6,55992.0,79,6,21.0,0.000111,37128,1
6,55948.0,79,6,21.0,0.000119,37197,1
6,55928.0,80,6,21.0,0.000152,37142,1
6,55974.0,79,6,21.0,0.008783,37237,1
6,55964.0,80,6,21.0,0.000176,37201,1
6,55854.0,79,6,21.0,0.000203,37160,1
6,55926.0,80,6,21.0,0.00056,37200,1
20,21.0,66,2,55970.0,0.001502,3302,1
20,21.0,66,2,55992.0,5.2e-05,3329,1
20,21.0,66,2,55948.0,6.4e-05,3284,1
20,21.0,66,2,55928.0,2.9e-05,3257,1
20,21.0,66,2,55974.0,2.4e-05,3311,1
20,21.0,66,2,55964.0,2.5e-05,3293,1
20,21.0,66,2,55854.0,5.5e-05,3194,1
20,21.0,66,2,55926.0,2.8e-05,3248,1
6,55862.0,78,6,21.0,0.027234,37273,1
20,21.0,66,2,55862.0,0.004363,3208,1
6,21.0,100,6,55862.0,7.8e-05,37300,1
20,55862.0,66,2,21.0,6e-05,24848,1
6,55900.0,78,6,21.0,0.034562,37273,1
20,21.0,66,2,55900.0,9.6e-05,3235,1
6,21.0,100,6,55900.0,0.0001,37300,1
20,55900.0,66,2,21.0,0.000129,24930,1
6,55878.0,78,6,21.0,0.010191,37273,1
20,21.0,66,2,55878.0,9.8e-05,3217,1
6,55892.0,78,6,21.0,6.3e-05,37273,1
6,21.0,100,6,55878.0,2.5e-05,37300,1
20,21.0,66,2,55892.0,5.7e-05,3226,1
20,55878.0,66,2,21.0,6e-05,24883,1
6,21.0,100,6,55892.0,4.9e-05,37300,1
20,55892.0,66,2,21.0,0.000278,24911,1
6,55862.0,79,6,21.0,0.055084,37230,1
20,21.0,66,2,55862.0,0.00012,3203,1
6,55900.0,81,6,21.0,0.034977,37153,1
20,21.0,66,2,55900.0,0.000173,3230,1
6,55892.0,79,6,21.0,0.010731,37162,1
6,55878.0,80,6,21.0,0.000163,37166,1
20,21.0,66,2,55892.0,5.9e-05,3221,1
20,21.0,66,2,55878.0,0.00506,3212,1
4,57114.0,86,10,53.0,0.454187,37416,1
4,53257.0,86,10,53.0,0.001029,37447,1
4,45788.0,81,10,53.0,0.333048,37712,1
4,45788.0,81,10,53.0,0.000106,37443,1
0,0.0,60,10,0.0,0.089647,38320,1
6,21.0,88,6,55988.0,2.314223,37301,1
20,55988.0,66,2,21.0,0.00016,25136,1
6,21.0,88,6,55928.0,0.019255,37301,1
20,55928.0,66,2,21.0,0.000146,24994,1
6,21.0,88,6,55854.0,0.001295,37301,1
6,21.0,88,6,55948.0,0.000149,37301,1
20,55854.0,66,2,21.0,5.6e-05,24838,1
20,55948.0,66,2,21.0,0.000114,25053,1
6,21.0,88,6,55964.0,5.1e-05,37301,1
20,55964.0,66,2,21.0,0.000233,25076,1
6,21.0,88,6,55926.0,0.00014,37301,1
20,55926.0,66,2,21.0,0.000145,24983,1
6,21.0,88,6,55992.0,0.000132,37301,1
20,55992.0,66,2,21.0,0.000163,25148,1
6,21.0,88,6,55974.0,0.000319,37301,1
20,55974.0,66,2,21.0,0.000174,25109,1
6,21.0,88,6,55912.0,0.000216,37301,1
20,55912.0,66,2,21.0,0.000174,24955,1
6,21.0,88,6,55970.0,0.000168,37301,1
20,55970.0,66,2,21.0,0.000135,25098,1
6,21.0,88,6,55944.0,0.001675,37301,1
20,55944.0,66,2,21.0,0.000147,25032,1
6,21.0,88,6,55938.0,0.00236,37301,1
20,55938.0,66,2,21.0,0.000148,25021,1
6,21.0,88,6,55862.0,0.035743,37301,1
20,55862.0,66,2,21.0,0.000129,24849,1
6,21.0,88,6,55900.0,0.035383,37301,1
20,55900.0,66,2,21.0,0.000147,24931,1
6,55988.0,78,6,21.0,0.003091,37273,1
20,21.0,66,2,55988.0,0.000149,3321,1
6,21.0,100,6,55988.0,0.000188,37300,1
20,55988.0,66,2,21.0,0.000136,25137,1
6,21.0,88,6,55878.0,0.017268,37301,1
6,21.0,88,6,55892.0,0.000152,37301,1
20,55878.0,66,2,21.0,0.000118,24884,1
20,55892.0,66,2,21.0,0.000114,24912,1
6,55928.0,78,6,21.0,0.000648,37273,1
20,21.0,66,2,55928.0,7.4e-05,3258,1
6,21.0,100,6,55928.0,4.9e-05,37300,1
20,55928.0,66,2,21.0,5.1e-05,24995,1
6,55992.0,78,6,21.0,0.009789,37273,1
6,55974.0,78,6,21.0,8.6e-05,37273,1
20,21.0,66,2,55992.0,0.000116,3330,1
6,55948.0,78,6,21.0,5.2e-05,37273,1
20,21.0,66,2,55974.0,4.8e-05,3312,1
6,55964.0,78,6,21.0,0.00011,37273,1
6,55854.0,78,6,21.0,5.1e-05,37273,1
6,21.0,100,6,55992.0,4.8e-05,37300,1
20,55992.0,66,2,21.0,0.000109,25149,1
6,55970.0,78,6,21.0,5.1e-05,37273,1
6,21.0,100,6,55974.0,5.1e-05,37300,1
6,55938.0,78,6,21.0,4.7e-05,37273,1
20,55974.0,66,2,21.0,0.000113,25110,1
20,21.0,66,2,55948.0,5.9e-05,3285,1
6,55944.0,78,6,21.0,5.5e-05,37273,1
20,21.0,66,2,55964.0,4.7e-05,3294,1
6,55926.0,78,6,21.0,4.8e-05,37273,1
20,21.0,66,2,55854.0,4.7e-05,3195,1
6,55912.0,78,6,21.0,0.00011,37273,1
20,21.0,66,2,55970.0,5.1e-05,3303,1
20,21.0,66,2,55938.0,4.8e-05,3267,1
20,21.0,66,2,55944.0,4.7e-05,3276,1
20,21.0,66,2,55926.0,0.000107,3249,1
20,21.0,66,2,55912.0,5.1e-05,3240,1
6,21.0,100,6,55948.0,0.000107,37300,1
20,55948.0,66,2,21.0,5.2e-05,25054,1
6,21.0,100,6,55854.0,0.00022,37300,1
20,55854.0,66,2,21.0,0.000133,24839,1
6,21.0,100,6,55944.0,5.2e-05,37300,1
20,55944.0,66,2,21.0,0.000114,25033,1
6,21.0,100,6,55926.0,5.1e-05,37300,1
20,55926.0,66,2,21.0,0.000108,24984,1
6,21.0,100,6,55938.0,0.000171,37300,1
20,55938.0,66,2,21.0,0.000137,25022,1
6,21.0,100,6,55970.0,5.3e-05,37300,1
20,55970.0,66,2,21.0,0.000108,25099,1
6,21.0,100,6,55964.0,0.000114,37300,1
20,55964.0,66,2,21.0,0.000113,25077,1
6,21.0,100,6,55912.0,0.000112,37300,1
20,55912.0,66,2,21.0,0.000111,24956,1
6,55862.0,78,6,21.0,0.03009,37273,1
20,21.0,66,2,55862.0,0.000147,3204,1
6,21.0,100,6,55862.0,0.000121,37300,1
20,55862.0,66,2,21.0,5.3e-05,24850,1
6,55900.0,78,6,21.0,0.035185,37273,1
20,21.0,66,2,55900.0,0.000184,3231,1
6,21.0,100,6,55900.0,0.000199,37300,1
20,55900.0,66,2,21.0,0.000132,24932,1
6,55988.0,81,6,21.0,0.003376,37185,1
6,55878.0,78,6,21.0,0.017512,37273,1
